"","DepMap_ID","Cell_line","CCLE_name","CCLE_histology","disease"
"863","ACH-000864","COLO684","COLO684_ENDOMETRIUM","endometrium","uterus"
"864","ACH-000865","KYSE450","KYSE450_OESOPHAGUS","oesophagus","esophagus"
"865","ACH-000866","NCIH1048","NCIH1048_LUNG","lung","lung"
"866","ACH-000867","CHAGOK1","CHAGOK1_LUNG","lung","lung"
"867","ACH-000868","HCC1195","HCC1195_LUNG","lung","lung"
"868","ACH-000869","NCIH1568","NCIH1568_LUNG","lung","lung"
"869","ACH-000870","NCIH1930","NCIH1930_LUNG","lung","lung"
"870","ACH-000871","NCIH510","NCIH510_LUNG","lung","lung"
"871","ACH-000872","HCC515","HCC515_LUNG","lung","lung"
"872","ACH-000873","KYSE270","KYSE270_OESOPHAGUS","oesophagus","esophagus"
"873","ACH-000874","RS411","RS411_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"874","ACH-000875","NCIH2347","NCIH2347_LUNG","lung","lung"
"875","ACH-000876","MDAMB415","MDAMB415_BREAST","breast","breast"
"876","ACH-000877","EB1","EB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"877","ACH-000878","HCC15","HCC15_LUNG","lung","lung"
"878","ACH-000879","MFE296","MFE296_ENDOMETRIUM","endometrium","uterus"
"879","ACH-000880","AGS","AGS_STOMACH","stomach","gastric"
"880","ACH-000881","MELJUSO","MELJUSO_SKIN","skin","skin"
"881","ACH-000882","IGR1","IGR1_SKIN","skin","skin"
"882","ACH-000883","SW1783","SW1783_CENTRAL_NERVOUS_SYSTEM","central_nervous_system","central_nervous_system"
"883","ACH-000884","MDAMB435S","MDAMB435S_SKIN","skin","skin"
"884","ACH-000885","TOV21G","TOV21G_OVARY","ovary","ovarian"
"885","ACH-000886","NCIH2009","NCIH2009_LUNG","lung","lung"
"886","ACH-000887","SF172","SF172_CENTRAL_NERVOUS_SYSTEM","central_nervous_system","central_nervous_system"
"887","ACH-000888","NCIH1793","NCIH1793_LUNG","lung","lung"
"888","ACH-000889","KMM1","KMM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"889","ACH-000890","SW1271","SW1271_LUNG","lung","lung"
"890","ACH-000891","HCC1438","HCC1438_LUNG","lung","lung"
"891","ACH-000892","NCIH1563","NCIH1563_LUNG","lung","lung"
"892","ACH-000893","NCIH1651","NCIH1651_LUNG","lung","lung"
"893","ACH-000894","NCIH1869","NCIH1869_LUNG","lung","lung"
"894","ACH-000895","CL34","CL34_LARGE_INTESTINE","large_intestine","colorectal"
"895","ACH-000896","647V","647V_URINARY_TRACT","urinary_tract","urinary_tract"
"896","ACH-000897","FTC238","FTC238_THYROID","thyroid","thyroid"
"897","ACH-000898","SNU719","SNU719_STOMACH","stomach","gastric"
"898","ACH-000899","WM88","WM88_SKIN","skin","skin"
"899","ACH-000900","NCIH23","NCIH23_LUNG","lung","lung"
"900","ACH-000901","HCC1359","HCC1359_LUNG","lung","lung"
"901","ACH-000902","CAL148","CAL148_BREAST","breast","breast"
"902","ACH-000903","FTC133","FTC133_THYROID","thyroid","thyroid"
"903","ACH-000904","NCIH2106","NCIH2106_LUNG","lung","lung"
"904","ACH-000905","5637","5637_URINARY_TRACT","urinary_tract","urinary_tract"
"905","ACH-000906","ES2","ES2_OVARY","ovary","ovarian"
"906","ACH-000907","SNU349","SNU349_KIDNEY","kidney","kidney"
"907","ACH-000908","SNU520","SNU520_STOMACH","stomach","gastric"
"908","ACH-000909","JHUEM2","JHUEM2_ENDOMETRIUM","endometrium","uterus"
"909","ACH-000910","MDAMB453","MDAMB453_BREAST","breast","breast"
"910","ACH-000911","NUGC3","NUGC3_STOMACH","stomach","gastric"
"911","ACH-000912","NCIH2286","NCIH2286_LUNG","lung","lung"
"912","ACH-000913","ESS1","ESS1_ENDOMETRIUM","endometrium","uterus"
"913","ACH-000914","HT","HT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid"
"914","ACH-000915","IPC298","IPC298_SKIN","skin","skin"
"915","ACH-000916","NCIH1573","NCIH1573_LUNG","lung","lung"
"916","ACH-000917","TE4","TE4_OESOPHAGUS","oesophagus","esophagus"
